name,cuisine,category,location,city,price,lat,lng,rating
Hole in the Wall,Australian,Brunch|Cafe,Flatiron|FiDi|Murray Hill|Williamsburg,New York City,2,40.7084008,-74.0056138,
Hole in the Wall,Australian,Brunch|Cafe,Flatiron|FiDi|Murray Hill|Williamsburg,New York City,2,40.744093,-73.9717762,
Hole in the Wall,Australian,Brunch|Cafe,Flatiron|FiDi|Murray Hill|Williamsburg,New York City,2,40.7432815,-73.991031,
Hole in the Wall,Australian,Brunch|Cafe,Flatiron|FiDi|Murray Hill|Williamsburg,New York City,2,40.7143952,-73.9615832,
Oddfellows,Ice Cream,Desserts|Quick Bites,Williamsburg|DUMBO|Brooklyn Heights,New York City,1,40.7031622,-73.9923469,
Oddfellows,Ice Cream,Desserts|Quick Bites,Williamsburg|DUMBO|Brooklyn Heights,New York City,1,40.7160051,-73.9667905,
Oddfellows,Ice Cream,Desserts|Quick Bites,Williamsburg|DUMBO|Brooklyn Heights,New York City,1,40.6917295,-74.0029205,
Sundaes and Cones,Ice Cream,Desserts|Quick Bites,East Village,New York City,2,40.7309957,-73.9894062,
Arancini Bros,Italian,Quick Bites,LES,New York City,2,40.7182408,-73.988107,
YiFang Fruit Tea,Tea,Tea,Chinatown|East Village|Kips Bay|Midtown,New York City,1,40.7525212,-73.9854479,
YiFang Fruit Tea,Tea,Tea,Chinatown|East Village|Kips Bay|Midtown,New York City,1,40.729047,-73.98809,
YiFang Fruit Tea,Tea,Tea,Chinatown|East Village|Kips Bay|Midtown,New York City,1,40.7403307,-73.9845914,
Dorado,Mexican,Quick Bites|Lunch/Dinner,Greenwich Village,New York City,1,40.7339394,-73.9931345,
Lena,French,Cafe|Drinks|Quick Bites,Greenwich Village|LES,New York City,2,40.719126,-73.991639,
Lena,French,Cafe|Drinks|Quick Bites,Greenwich Village|LES,New York City,2,40.7325078,-73.9967038,
Lao Ma Spicy,Chinese,Lunch/Dinner,Greenwich Village,New York City,2,40.7309128,-73.9934956,
Brooklyn Bagel & Coffee Co,Bagels,Cafe|Quick Bites,Greenwich Village|Chelsea,New York City,2,40.7310311,-73.9931617,
Brooklyn Bagel & Coffee Co,Bagels,Cafe|Quick Bites,Greenwich Village|Chelsea,New York City,2,40.7461674,-73.9976407,
iSouvlaki,Mediterranean,Quick Bites|Lunch/Dinner,East Village,New York City,2,40.7321753,-73.9883101,
Pepe Rosso To Go,Italian,Quick Bites|Lunch/Dinner,South Village,New York City,1,40.7272222,-74.001625,
Junzi Kitchen,Chinese,Quick Bites,South Village|Midtown,New York City,2,40.7286951,-74.0006611,
Junzi Kitchen,Chinese,Quick Bites,South Village|Midtown,New York City,2,40.7261367,-74.0049941,
Pommes Frites,French,Quick Bites,South Village,New York City,1,40.7301222,-74.0002813,
Tipsy Shanghai,Chinese,Lunch/Dinner,Greenwich Village,New York City,2,40.7292608,-73.9987785,
Cafe Leon Dore,Coffee,Cafe,Nolita,New York City,2,40.7221964,-73.9960802,
Misirizzi,Italian,Lunch/Dinner|Date Night,Noho,New York City,2,40.7272011,-73.9922849,
Fried Dumpling,Chinese,Quick Bites,Chinatown,New York City,1,40.7145546,-73.9992711,
Hoy Wong,Chinese,Quick Bites,Chinatown,New York City,1,40.7165931,-73.9980315,
Gammeeok,Korean,Lunch/Dinner,Koreatown,New York City,2,40.7477152,-73.9860561,
Thai Villa,Thai,Lunch/Dinner,Chelsea,New York City,2,40.7389852,-73.9907002,
The Blond,Bar,Bar|Drinks,Soho,New York City,4,40.7192169,-74.0001156,
The Woo,Korean,Lunch/Dinner|Drinks,South Village,New York City,2,40.7252171,-74.0037828,
Fig. 19,Bar,Bar|Drinks|Speakeasy,LES,New York City,2,40.7195451,-73.9936649,
Mister Paradise,Bar,Bar|Drinks,East Village,New York City,2,40.7267727,-73.986222,
Katz's Delicatessen,Jewish,Lunch/Dinner|Quick Bites,LES,New York City,2,40.722233,-73.987429,
Dim Sum Chelsea,Chinese|Dim Sum,Lunch/Dinner|Brunch,Chelsea,New York City,2,40.7446121,-73.998629,
Felix Roasting Co.,Coffee,Cafe,Soho,New York City,2,40.7243894,-73.9996615,
Astor Plate,American,Cafe|Quick Bites,Noho,New York City,1,40.7294833,-73.9911523,
GITANO,Mexican,Lunch/Dinner|Drinks|Bar|Date Night,South Village,New York City,3,40.7228793,-74.005826,
Blue Stripes Cacao,Coffee|Bakery,Desserts|Quick Bites|Cafe,Greenwich Village,New York City,2,40.7346342,-73.992897,
230 Fifth Rooftop,Bar,Bar|Drinks|Rooftop,Nomad,New York City,2,40.744002,-73.9880767,
Rubirosa,Italian,Lunch/Dinner,Nolita,New York City,2,40.7227471,-73.9962025,
Gelso and Grand,Italian,Lunch/Dinner,Little Italy,New York City,2,40.7195839,-73.9973403,
The Roof at PUBLIC,Bar,Bar|Drinks|Rooftop,LES,New York City,3,40.7228758,-73.9918508,
MONO+MONO,Korean,Lunch/Dinner|Drinks|Date Night,East Village,New York City,2,40.7254016,-73.9881049,
Merriweather Coffee + Kitchen,Australian,Cafe|Brunch|Quick Bites,Greenwich Village,New York City,2,40.7305602,-74.0065341,
Lil Frankie's,Italian,Lunch/Dinner|Drinks,East Village,New York City,2,40.7236464,-73.9884794,
A Pasta Bar,Italian,Lunch/Dinner,Soho,New York City,2,40.7223733,-74.0039913,
Raclette,French,Lunch/Dinner,East Village,New York City,2,40.7289261,-73.9806299,
Round K by Sol,Coffee,Brunch|Cafe,Chinatown,New York City,2,40.7150818,-73.9931521,
Remi Flower & Coffee,Coffee,Cafe|Quick Bites,Murray Hill|Midtown East,New York City,2,40.7535755,-73.9702924,
Remi Flower & Coffee,Coffee,Cafe|Quick Bites,Murray Hill|Midtown East,New York City,2,40.7508628,-73.9732778,
Butler,American|Coffee,Brunch|Cafe|Desserts,DUMBO|Williamsburg|Soho,New York City,2,40.7035615,-73.9925098,
Butler,American|Coffee,Brunch|Cafe|Desserts,DUMBO|Williamsburg|Soho,New York City,2,40.711249,-73.9661513,
Butler,American|Coffee,Brunch|Cafe|Desserts,DUMBO|Williamsburg|Soho,New York City,2,40.720785,-73.9992466,
Butler,American|Coffee,Brunch|Cafe|Desserts,DUMBO|Williamsburg|Soho,New York City,2,40.7199467,-73.9612837,
Mokyo,Korean,Lunch/Dinner,East Village,New York City,3,40.7271382,-73.9839549,
% ARABICA,Coffee,Cafe,DUMBO,New York City,2,40.7024312,-73.9941401,
Kobrick Coffee Co.,Coffee,Cafe|Drinks,Meatpacking District,New York City,2,40.7403278,-74.0055889,
Cutlets Sandwich Co.,American,Quick Bites,Midtown|Williamsburg,New York City,2,40.7222385,-73.9579522,
Cutlets Sandwich Co.,American,Quick Bites,Midtown|Williamsburg,New York City,2,40.752121,-73.9929004,
Catch NYC,Seafood|Bar,Bar|Rooftop|Lunch/Dinner|Drinks,Meatpacking District,New York City,3,40.7402172,-74.0062995,
Veranda,American,Lunch/Dinner|Date Night|Drinks,South Village,New York City,3,40.7228013,-74.004827,
Forsythia,Italian,Lunch/Dinner|Date Night|Drinks,LES,New York City,2,40.7225352,-73.9924919,
Very Fresh Noodles,Chinese,Quick Bites|Lunch/Dinner|Noodles,Chelsea,New York City,2,40.7420723,-74.0056454,
Ralph's Coffee,Coffee,Cafe,Chelsea|Midtown|Upper East Side,New York City,2,40.7716586,-73.9657658,
Ralph's Coffee,Coffee,Cafe,Chelsea|Midtown|Upper East Side,New York City,2,40.7401079,-73.9908573,
Ralph's Coffee,Coffee,Cafe,Chelsea|Midtown|Upper East Side,New York City,2,40.7589962,-73.9772973,
Dim Sum Go Go,Chinese|Dim Sum,To Share|Lunch/Dinner|Brunch,Chinatown,New York City,2,40.7132926,-73.9977449,
5ive Spice Taco & Banh Mi,Vietnamese,Lunch/Dinner,Nolita|Park Slope,New York City,1,40.7225117,-73.9965196,
5ive Spice Taco & Banh Mi,Vietnamese,Lunch/Dinner,Nolita|Park Slope,New York City,1,40.6814473,-73.979433,
Cafe China,Chinese,Lunch/Dinner,Midtown,New York City,2,40.7516966,-73.9857422,
HOWM Cocina & Cocktails,Latin American,Bar|Brunch|To Share|Drinks,Chelsea,New York City,2,40.7505506,-74.003378,
Gallow Green,American|Bar,Bar|Brunch|Lunch/Dinner|Rooftop|Drinks,Chelsea,New York City,3,40.7508409,-74.0040482,
Kogane Ramen,Japanese|Ramen,Lunch/Dinner|Drinks,Chelsea,New York City,2,40.7406794,-74.0043019,
Marian's,American,Brunch|Drinks|Date Night,Greenwich Village,New York City,2,40.7349369,-73.9998638,
Wan Wan,Thai,Lunch/Dinner|Drinks|Date Night|Noodles,Nolita,New York City,2,40.7217899,-73.99648360000000,
Yellow Rose,Mexican|Tex-Mex,Brunch|Drinks|Lunch/Dinner,East Village,New York City,2,40.7325214,-73.9879752,
Win Son Bakery,Bakery|Taiwanese|American,Cafe|Brunch|Quick Bites,East Williamsburg,New York City,2,40.7073305,-73.9437652,
Everyman Espresso,Coffee,Cafe,East Village|Park Slope,New York City,1,40.732713,-73.9883255,
Everyman Espresso,Coffee,Cafe,East Village|Park Slope,New York City,1,40.6780116,-73.9807621,
Mr. Bao,Chinese|Dim Sum,Brunch|Lunch/Dinner,Williamsburg|Park Slope,New York City,1,40.7171302,-73.9598341,
Mr. Bao,Chinese|Dim Sum,Brunch|Lunch/Dinner,Williamsburg|Park Slope,New York City,1,40.6772802,-73.980684,
Glur Thai,Thai,Lunch/Dinner,Chelsea,New York City,2,40.7412358,-73.996698,
Café-Flor,Coffee|Bar,Cafe|Drinks|Date Night,Chelsea,New York City,2,40.7440349,-73.9991091,
Fandi Mata,Mediterranean,Lunch/Dinner|Drinks|Date Night,Williamsburg,New York City,2,40.7188471,-73.94925310000000,
Birds of a Feather,Chinese,Lunch/Dinner|To Share,Williamsburg,New York City,2,40.7143138,-73.9605369,
SEY Coffee,Coffee,Cafe,East Williamsburg,New York City,1,40.7056785,-73.9343132,
Urban Hawker,Southeast Asian,Lunch/Dinner|Quick Bites,Midtown,New York City,2,40.7607349,-73.98201570000000,
Pig and Khao,Southeast Asian,Lunch/Dinner|Drinks|To Share,LES,New York City,2,40.7192889,-73.9848028,
Jua,Korean,Lunch/Dinner|Date Night|Drinks,Flatiron,New York City,4,40.7396779,-73.9878514,
Singlish,Southeast Asian|Bar,Drinks|Speakeasy,Greenwich Village,New York City,2,40.7350035,-73.9930171,
Ichiran,Japanese|Ramen,Noodles|Lunch/Dinner,Midtown|Nomad|East Williamsburg,New York City,2,40.748267,-73.990714,
Ichiran,Japanese,Noodles|Lunch/Dinner,Midtown|Nomad|East Williamsburg,New York City,2,40.76005750000000,-73.9833246,
Ichiran,Japanese,Noodles|Lunch/Dinner,Midtown|Nomad|East Williamsburg,New York City,2,40.7077984,-73.935038,
Semicolon Cafe,Korean,Cafe|Brunch,Kips Bay,New York City,2,40.74621,-73.97810200000000,
Super Taste,Chinese,Lunch/Dinner|Quick Bites,Chinatown,New York City,1,40.7150901,-73.9934193,
Hao Noodle,Chinese,Noodles|Lunch/Dinner,Chelsea|Greenwich Village,New York City,2,40.7335054,-74.0000259,
Hao Noodle,Chinese,Noodles|Lunch/Dinner,Chelsea|Greenwich Village,New York City,2,40.7407336,-74.00432840000000,
Jungle Bird,Bar,Drinks,Chelsea,New York City,2,40.7426191,-74.000225,
Ole & Steen,Bakery|Danish,Cafe|Brunch,Midtown East|Midtown|Flatiron,New York City,2,40.7380453,-73.9902233,
Ole & Steen,Bakery|Danish,Cafe|Brunch,Midtown East|Midtown|Flatiron,New York City,2,40.7533193,-73.9848854,
Ole & Steen,Bakery|Danish,Cafe|Brunch,Midtown East|Midtown|Flatiron,New York City,2,40.7553792,-73.9733321,
LB,Bar,Speakeasy|Drinks|Date Night,Greenwich Village,New York City,3,40.7301039,-74.005016,
Tiki Chick,Bar|American,Brunch|Drinks,Upper West Side,New York City,2,40.7867783,-73.9754588,
Lysée,French|Korean,Desserts,Flatiron,New York City,2,40.7391283,-73.9881953,
L'Artusi,Italian,Lunch/Dinner|Drinks,Greenwich Village,New York City,3,40.7338469,-74.00518870000000,
Szechuan Mountain House,Chinese,Lunch/Dinner,East Village,New York City,2,40.7291176,-73.9885834,
Pranakhon,Thai,Lunch/Dinner|Drinks,Greenwich Village,New York City,2,40.733751,-73.9932623,
Smør,Scandinavian,Cafe|Brunch|Drinks|Lunch/Dinner,East Village,New York City,2,40.7292953,-73.98153570000000,
Dumpling N' Dips,Dim Sum|Asian,Lunch/Dinner|Quick Bites|To Share,East Village,New York City,1,40.7294544,-73.9893159,
FERNS,American,Brunch|Drinks|Lunch/Dinner,East Village,New York City,2,40.728828,-73.984082,
YUBU,Korean,Quick Bites,East Village|South Village,New York City,1,40.72703570000000,-73.986148,
YUBU,Korean,Quick Bites,East Village|South Village,New York City,1,40.7226579,-74.0051181,
KYU NYC,Asian,Lunch/Dinner|Drinks|To Share,Noho,New York City,3,40.7256063,-73.99526140000000,
Oh K-Dog,Korean,Quick Bites,East Village|LES|Greenwich Village|Hell's Kitchen,New York City,1,40.72103330000000,-73.98799200000000,
Oh K-Dog,Korean,Quick Bites,East Village|LES|Greenwich Village|Hell's Kitchen,New York City,1,40.7682479,-73.985727,
Oh K-Dog,Korean,Quick Bites,East Village|LES|Greenwich Village|Hell's Kitchen,New York City,1,40.73198990000000,-74.0039956,
Oh K-Dog,Korean,Quick Bites,East Village|LES|Greenwich Village|Hell's Kitchen,New York City,1,40.7285063,-73.9880763,
Oscar Wilde,Bar|American,Lunch/Dinner|Drinks,Nomad,New York City,2,40.7451638,-73.99007210000000,4
Frenchette,French,Brunch|Lunch/Dinner,Tribeca,New York City,4,40.7196527,-74.0057782,4
10000 Coffee,Coffee,Cafe,Midtown,New York City,2,40.7532395,-73.9869855,4.3
Rhythm Zero,Coffee,Cafe,Greenpoint,New York City,2,40.73017890000000,-73.9599985,4.3
Eavesdrop,Bar,Drinks,Greenpoint,New York City,2,40.724922,-73.95115950000000,5
La Cabra,Coffee|Scandinavian,Cafe|Quick Bites,East Village,New York City,2,40.7294497,-73.9868446,4.6
Sushi by M,Japanese|Sushi,Lunch/Dinner,East Village,New York City,4,40.72663,-73.98883420000000,4.5
Shu Jiao Fu Zhou,Chinese,Lunch/Dinner,LES,New York City,1,40.7174109,-73.9920876,4
Chop-Shop,Asian,Lunch/Dinner,Chelsea,New York City,2,40.7487404,-74.0032008,4
Pies n Thighs,Southern,Lunch/Dinner|Brunch|Desserts,Williamsburg,New York City,2,40.71117840000000,-73.9613777,4.3
baba cool,American,Brunch|Cafe|Lunch/Dinner,Williamsburg|Fort Greene,New York City,2,40.6869841,-73.97535720000000,4.2
baba cool,American,Brunch|Cafe|Lunch/Dinner,Williamsburg|Fort Greene,New York City,2,40.717003,-73.95074,4.2
Antidote,Chinese,Drinks|Lunch/Dinner|Date Night,Williamsburg,New York City,2,40.7142531,-73.9654481,4.3
Public Records,Bar|Vegan,Drinks|Lunch/Dinner,Boerum Hill,New York City,2,40.682213,-73.986571,4.6
Have a Bagel,Bagels,Quick Bites,Williamsburg,New York City,1,40.71,-73.95833330000000,4
Caffe Valencia,Coffee,Cafe|Brunch,Williamsburg,New York City,2,40.7148907,-73.9628109,4
Noods n Chill,Thai,Lunch/Dinner,Williamsburg,New York City,2,40.7119456,-73.96119090000000,4.1
For All Things Good,Mexican,Drinks|Brunch|Lunch/Dinner,Williamsburg|Bed-Stuy,New York City,2,40.6876312,-73.9568299,4.3
For All Things Good,Mexican,Drinks|Brunch|Lunch/Dinner,Williamsburg|Bed-Stuy,New York City,2,40.7126626,-73.95706300000000,4.3
Beck and Call,Coffee,Brunch|Cafe,Williamsburg,New York City,2,40.71394800000000,-73.95618670000000,4.3
Lord's,English,Dinner,South Village,New York City,3,40.7277403,-73.9995539,4
The Ivory Peacock,Bar,Drinks|Date Night|Speakeasy,Nomad,New York City,2,40.7442721,-73.9907621,4.2
TONCHIN,Japanese|Ramen,Lunch/Dinner|Drinks|Date Night,Midtown|Williamsburg,New York City,2,40.7505253,-73.9845901,4.7
TONCHIN,Japanese|Ramen,Lunch/Dinner|Drinks|Date Night,Midtown|Williamsburg,New York City,2,40.7168123,-73.961825,4.7
JuneShine,Bar,Drinks,Williamsburg,New York City,2,40.71917700000000,-73.958643,4.4
Land to Sea,Chinese|Coffee,Cafe|Quick Bites,Williamsburg,New York City,2,40.7168333,-73.9446112,4.2
Lella Alimentari,Italian,Cafe|Brunch|Quick Bites,Williamsburg,New York City,1,40.7151462,-73.9464587,4
BUDDIES COFFEE,Coffee,Cafe,Williamsburg,New York City,1,40.714647,-73.96229320000000,3.8
Fan Fried Rice Bar,Taiwanese,Dinner,Williamsburg,New York City,2,40.7126762,-73.960731,4
Chalong,Thai,Lunch/Dinner|To Share|Date Night,Hell's Kitchen,New York City,2,40.7639556,-73.98899450000000,4.7
Shabu Tatsu,Japanese,Dinner|Drinks|To Share,East Village,New York City,3,40.7292211,-73.98588630000000,4.5
Dongwon Sushi & Tuna,Japanese|Korean|Sushi,Lunch/Dinner|To Share,Flushing,New York City,3,40.7608008,-73.8036982,4.9
Carlota,Spanish,Drinks|To Share|Dinner,LES,New York City,2,40.7150191,-73.9916861,4.4
Wayan,French|Indonesian,Brunch|Lunch/Dinner|Date Night|Drinks|To Share,Nolita,New York City,3,40.7213692,-73.9950855,4.8
Skin Contact,Bar|Wine,Drinks|Date Night,LES,New York City,2,40.7177227,-73.99034090000000,4.6
Hana Noodle Station,Chinese,Lunch/Dinner|Noodles,Downtown Brooklyn,New York City,2,40.6909009,-73.9829561,4
Gugu Room,Filipino|Asian,Lunch/Dinner|To Share|Drinks|Date Night,LES,New York City,2,40.7201117,-73.9893269,4.4
K'far,Israeli,Lunch/Dinner|Brunch|Drinks|Date Night|To Share,Williamsburg,New York City,2,40.720824,-73.9588933,4.5
Nura,Indian|American,Brunch|Lunch/Dinner|Drinks|Date Night,Greenpoint,New York City,2,40.7247417,-73.9535161,4.7
Forma Pasta Factory,Italian,Lunch/Dinner|Drinks,Fort Greene|Williamsburg,New York City,2,40.7238243,-73.9521094,4.5
Forma Pasta Factory,Italian,Lunch/Dinner|Drinks,Fort Greene|Williamsburg,New York City,2,40.6859589,-73.9735322,4.5
Hotel Delmano,Bar,Drinks,Williamsburg,New York City,2,40.7197228,-73.9580217,4.5
C as in Charlie,Korean|Southern,Dinner|To Share,Noho,New York City,2,40.725464,-73.9927074,4.9
Sylvia's,Southern,Lunch/Dinner|Drinks|Brunch,Harlem,New York City,2,40.8086445,-73.944479,4
L'Appartement 4F,Bakery,Quick Bites,Brooklyn Heights,New York City,2,40.6952051,-73.9947842,4.2
Oh Boy Brooklyn,American,Brunch|Lunch/Dinner|Cafe,Williamsburg,New York City,2,40.713958,-73.956216,4.5
PPL,Coffee,Cafe,Williamsburg,New York City,2,40.7128558,-73.95846320000000,4.5
Ci Siamo,Italian,Lunch/Dinner|Drinks|Date Night,Hudson Yards,New York City,3,40.7526152,-73.9989141,4.3
Kaiten Zushi,Sushi|Japanese,Lunch/Dinner,Nomad,New York City,2,40.7459698,-73.9869095,4
Chez Moi,French,Brunch|Dinner|Drinks,Cobble Hill,New York City,3,40.6907574,-73.99563720000000,4.2
Le Crocodile,French|Bar,Drinks|Brunch|Lunch/Dinner|Date Night,Williamsburg,New York City,3,40.721964,-73.9580438,4.6
Mymy,American,Brunch,Nob Hill,San Francisco,2,37.7909126,-122.4192199,4.0
farm : table,American,Brunch,Lower Nob Hill,San Francisco,2,37.7876956,-122.4143293,4.0
House of Thai,Thai,Lunch/Dinner,Lower Nob Hill,San Francisco,2,37.78628460000000,-122.4183384,3.9
Salt & Straw,Ice Cream,Desserts|Quick Bites,Hayes Valley|Pacific Heights,San Francisco,1,37.776618,-122.4260455,3.8
Salt & Straw,Ice Cream,Desserts|Quick Bites,Hayes Valley|Pacific Heights,San Francisco,1,37.789978,-122.4342041,3.8
Jane The Bakery,American,Bakery|Brunch|Cafe,Polk Gulch|Pacific Heights|Western Addition,San Francisco,2,37.7837438,-122.4342764,4.0
Jane on Larkin,American,Brunch|Cafe,Polk Gulch|Pacific Heights|Western Addition,San Francisco,2,37.7864605,-122.4183232,4.0
Jane on Fillmore,American,Brunch|Cafe,Polk Gulch|Pacific Heights|Western Addition,San Francisco,2,37.7893607,-122.4341389,4.0
Tropisueno,Mexican,Lunch/Dinner|Drinks,Yerba Buena,San Francisco,2,37.7853583,-122.40405,3.7
Tartine Manufactory,American,Brunch|Cafe,Mission,San Francisco,2,37.7618278,-122.4118972,4.1
El Techo,Mexican,Bar|Drinks|Rooftop,Mission,San Francisco,2,37.756576,-122.4190831,3.5
Doppio Zero,Italian,Lunch/Dinner,Hayes Valley,San Francisco,2,37.7767846,-122.4227688,3.7
Lers Ros Thai,Thai,Lunch/Dinner,Hayes Valley,San Francisco,2,37.7769044,-122.4217422,4.0
Souvla,Mediterranean,Quick Bites|Lunch/Dinner,Hayes Valley|Marina/Cow Hollow|Nopa|Mission,San Francisco,2,37.7608327,-122.4216879,4.1
Souvla,Mediterranean,Quick Bites|Lunch/Dinner,Hayes Valley|Marina/Cow Hollow|Nopa|Mission,San Francisco,2,37.776525,-122.4250028,4.1
Souvla,Mediterranean,Quick Bites|Lunch/Dinner,Hayes Valley|Marina/Cow Hollow|Nopa|Mission,San Francisco,2,37.7745311,-122.4378602,4.1
Souvla,Mediterranean,Quick Bites|Lunch/Dinner,Hayes Valley|Marina/Cow Hollow|Nopa|Mission,San Francisco,2,37.8003688,-122.4408124,4.1
DragonEats,Vietnamese,Lunch/Dinner|Quick Bites,Hayes Valley|Rincon Hill|Haight-Ashbury,San Francisco,1,37.7863714,-122.3953302,4.0
DragonEats,Vietnamese,Lunch/Dinner|Quick Bites,Hayes Valley|Rincon Hill|Haight-Ashbury,San Francisco,1,37.7783681,-122.4231481,4.0
DragonEats,Vietnamese,Lunch/Dinner|Quick Bites,Hayes Valley|Rincon Hill|Haight-Ashbury,San Francisco,1,37.769494,-122.4501104,4.0
Pazzia Ristorante Italiano,Italian,Lunch/Dinner,Yerba Buena,San Francisco,2,37.7834179,-122.3980356,3.8
Son & Garden,American,Brunch|Drinks|Lunch/Dinner,Tenderloin,San Francisco,2,37.783379,-122.419113,3.8
Waterbar,Seafood,Lunch/Dinner,Embarcadero,San Francisco,3,37.7904926,-122.3890417,3.7
Phonobar,Bar,Bar|Drinks,Hayes Valley,San Francisco,2,37.7779933,-122.4228274,4.4
Bi-Rite Creamery,Ice Cream,Desserts|Quick Bites,Mission,San Francisco,1,37.76159,-122.425717,4.0
Wise Sons Jewish Deli,Jewish,Brunch|Quick Bites,Hayes Valley|Western Addition|Embarcadero|Yerba Buena|Mission,San Francisco,2,37.752634,-122.41536,3.8
Wise Sons Jewish Deli,Jewish,Brunch|Quick Bites,Hayes Valley|Western Addition|Embarcadero|Yerba Buena|Mission,San Francisco,2,37.786069,-122.403616,3.8
Wise Sons Jewish Deli,Jewish,Brunch|Quick Bites,Hayes Valley|Western Addition|Embarcadero|Yerba Buena|Mission,San Francisco,2,37.7946553,-122.3929555,3.8
Wise Sons Jewish Deli,Jewish,Brunch|Quick Bites,Hayes Valley|Western Addition|Embarcadero|Yerba Buena|Mission,San Francisco,2,37.783668,-122.432497,3.8
Wise Sons Jewish Deli,Jewish,Brunch|Quick Bites,Hayes Valley|Western Addition|Embarcadero|Yerba Buena|Mission,San Francisco,2,37.7767789,-122.4257372,3.8
Lady Falcon Coffee Club,Coffee,Cafe,Alamo Square,San Francisco,1,37.776091,-122.4340294,4.0
a Mano,Italian,Lunch/Dinner|Drinks,Hayes Valley,San Francisco,2,37.7768993,-122.4240297,4.0
Sightglass Coffee,Coffee,Cafe|Brunch,Lower Haight|Soma|Mission,San Francisco,2,37.7592345,-122.4113171,4.0
Sightglass Coffee,Coffee,Cafe|Brunch,Lower Haight|Soma|Mission,San Francisco,2,37.7770356,-122.4084543,4.0
Sightglass Coffee,Coffee,Cafe|Brunch,Lower Haight|Soma|Mission,San Francisco,2,37.771388,-122.4391158,4.0
Ritual Coffee Roasters,Coffee,Cafe,Hayes Valley|Haight-Ashbury|Mission,San Francisco,2,37.7564253,-122.4214111,3.8
Ritual Coffee Roasters,Coffee,Cafe,Hayes Valley|Haight-Ashbury|Mission,San Francisco,2,37.7763909,-122.4241939,3.8
Ritual Coffee Roasters,Coffee,Cafe,Hayes Valley|Haight-Ashbury|Mission,San Francisco,2,37.7705531,-122.4438393,3.8
Chez Maman,French,Lunch/Dinner|Date Night,Potrero Hill|Hayes Valley,San Francisco,2,37.7624483,-122.3967107,4.2
Chez Maman,French,Lunch/Dinner|Date Night,Potrero Hill|Hayes Valley,San Francisco,2,37.7770405,-122.4231768,4.2
Nojo Ramen Tavern,Japanese|Ramen,Lunch/Dinner|Drinks,Hayes Valley,San Francisco,2,37.7767268,-122.4214764,4.3
Pagan Idol,Bar,Bar|Drinks,Fidi,San Francisco,2,37.7907439,-122.4036859,4.0
Udon Mugizo,Japanese|Udon,Lunch/Dinner,Japantown,San Francisco,2,37.7849587,-122.4321287,4.0
Kevin's Noodle House,Vietnamese,Lunch/Dinner|Noodles,Outer Sunset,San Francisco,1,37.7633596,-122.4777946,4.0
Papito,Mexican,Lunch/Dinner|Drinks,Hayes Valley|Potrero Hill,San Francisco,2,37.7767098,-122.4234085,4.0
Papito,Mexican,Lunch/Dinner|Drinks,Hayes Valley|Potrero Hill,San Francisco,2,37.7624549,-122.3971221,4.0
Novela,Bar,Bar|Drinks,Yerba Buena,San Francisco,2,37.787097,-122.40136,4.2
Stable Cafe,American,Cafe|Brunch,Mission,San Francisco,2,37.763225,-122.4153583,4.4
Abanico Coffee Roasters,Coffee,Cafe,Mission,San Francisco,2,37.7629894,-122.4192999,4.0
Mr. Tipple's Recording Studio,Bar,Bar|Drinks,Civic Center,San Francisco,2,37.7763698,-122.4185846,4.0
Urban Ritual Cafe,Tea,Tea,Hayes Valley,San Francisco,2,37.7757014,-122.4258572,4.1
Dumpling Time,Chinese|Dim Sum,Lunch/Dinner|To Share,Design District|Mission Bay,San Francisco,2,37.7696917,-122.4023889,3.8
Dumpling Time,Chinese|Dim Sum,Lunch/Dinner|To Share,Design District|Mission Bay,San Francisco,2,37.7675886,-122.3887964,3.8
Farmhouse Kitchen Thai Cuisine,Thai,Lunch/Dinner,Mission,San Francisco,2,37.7601894,-122.4114198,4.0
Ozumo,Japanese,Lunch/Dinner|Drinks,Embarcadero,San Francisco,3,37.7926439,-122.3922179,4.3
Marafuku Ramen,Japanese|Ramen,Lunch/Dinner,Japantown,San Francisco,2,37.7851757,-122.4320003,3.8
Daeho,Korean,Lunch/Dinner|Drinks,Japantown,San Francisco,2,37.78588270000000,-122.4285535,4.4
Cafe Reveille,American,Cafe|Brunch,Lower Haight|Mission Bay|Polk Gulch,San Francisco,2,37.7710697,-122.4320952,4.3
Cafe Reveille,American,Cafe|Brunch,Lower Haight|Mission Bay|Polk Gulch,San Francisco,2,37.7948652,-122.4213815,4.3
Cafe Reveille,American,Cafe|Brunch,Lower Haight|Mission Bay|Polk Gulch,San Francisco,2,37.7735205,-122.3916911,4.3
Akira,Japanese,Lunch/Dinner,Lower Pacific Heights,San Francisco,2,37.7883278,-122.4241861,3.7
Blackwood,American|Thai,Brunch|Lunch/Dinner|Drinks,Marina/Cow Hollow,San Francisco,2,37.8007101,-122.4388058,3.6
Taqueria Cancun,Mexican,Lunch/Dinner|Quick Bites,Mission|Soma|Bernal Heights,San Francisco,1,37.7604861,-122.4194111,3.9
Taqueria Cancun,Mexican,Lunch/Dinner|Quick Bites,Mission|Soma|Bernal Heights,San Francisco,1,37.7819686,-122.410317,3.9
Taqueria Cancun,Mexican,Lunch/Dinner|Quick Bites,Mission|Soma|Bernal Heights,San Francisco,1,37.7453604,-122.4199087,3.9
